id,target_label
53357,0.5
53358,0.5
53359,0.5
53360,0.5
53361,0.5
53362,0.5
53363,0.5
53364,0.5
53365,0.5
53366,0.5
53367,0.5
53368,0.5
53369,0.5
53370,0.5
53371,0.5
53372,0.5
53373,0.5
53374,0.5
53375,0.5
53376,0.5
53377,0.5
53378,0.5
53379,0.5
53380,0.5
53381,0.5
53382,0.5
53383,0.5
53384,0.5
53385,0.5
53386,0.5
53387,0.5
53388,0.5
53389,0.5
53390,0.5
53391,0.5
53392,0.5
53393,0.5
53394,0.5
53395,0.5
53396,0.5
53397,0.5
53398,0.5
53399,0.5
53400,0.5
53401,0.5
53402,0.5
53403,0.5
53404,0.5
53405,0.5
53406,0.5
53407,0.5
53408,0.5
53409,0.5
53410,0.5
53411,0.5
53412,0.5
53413,0.5
53414,0.5
53415,0.5
53416,0.5
53417,0.5
53418,0.5
53419,0.5
53420,0.5
53421,0.5
53422,0.5
53423,0.5
53424,0.5
53425,0.5
53426,0.5
53427,0.5
53428,0.5
53429,0.5
53430,0.5
53431,0.5
53432,0.5
53433,0.5
53434,0.5
53435,0.5
53436,0.5
53437,0.5
53438,0.5
53439,0.5
53440,0.5
53441,0.5
53442,0.5
53443,0.5
53444,0.5
53445,0.5
53446,0.5
53447,0.5
53448,0.5
53449,0.5
53450,0.5
53451,0.5
53452,0.5
53453,0.5
53454,0.5
53455,0.5
53456,0.5
53457,0.5
53458,0.5
53459,0.5
53460,0.5
53461,0.5
53462,0.5
53463,0.5
53464,0.5
53465,0.5
53466,0.5
53467,0.5
53468,0.5
53469,0.5
53470,0.5
53471,0.5
53472,0.5
53473,0.5
53474,0.5
53475,0.5
53476,0.5
53477,0.5
53478,0.5
53479,0.5
53480,0.5
53481,0.5
53482,0.5
53483,0.5
53484,0.5
53485,0.5
53486,0.5
53487,0.5
53488,0.5
53489,0.5
53490,0.5
53491,0.5
53492,0.5
53493,0.5
53494,0.5
53495,0.5
53496,0.5
53497,0.5
53498,0.5
53499,0.5
53500,0.5
53501,0.5
53502,0.5
53503,0.5
53504,0.5
53505,0.5
53506,0.5
53507,0.5
53508,0.5
53509,0.5
53510,0.5
53511,0.5
53512,0.5
53513,0.5
53514,0.5
53515,0.5
53516,0.5
53517,0.5
53518,0.5
53519,0.5
53520,0.5
53521,0.5
53522,0.5
53523,0.5
53524,0.5
53525,0.5
53526,0.5
53527,0.5
53528,0.5
53529,0.5
53530,0.5
53531,0.5
53532,0.5
53533,0.5
53534,0.5
53535,0.5
53536,0.5
53537,0.5
53538,0.5
53539,0.5
53540,0.5
53541,0.5
53542,0.5
53543,0.5
53544,0.5
53545,0.5
53546,0.5
53547,0.5
53548,0.5
53549,0.5
53550,0.5
53551,0.5
53552,0.5
53553,0.5
53554,0.5
53555,0.5
53556,0.5
53557,0.5
53558,0.5
53559,0.5
53560,0.5
53561,0.5
53562,0.5
53563,0.5
53564,0.5
53565,0.5
53566,0.5
53567,0.5
53568,0.5
53569,0.5
53570,0.5
53571,0.5
53572,0.5
53573,0.5
53574,0.5
53575,0.5
53576,0.5
53577,0.5
53578,0.5
53579,0.5
53580,0.5
53581,0.5
53582,0.5
53583,0.5
53584,0.5
53585,0.5
53586,0.5
53587,0.5
53588,0.5
53589,0.5
53590,0.5
53591,0.5
53592,0.5
53593,0.5
53594,0.5
53595,0.5
53596,0.5
53597,0.5
53598,0.5
53599,0.5
53600,0.5
53601,0.5
53602,0.5
53603,0.5
53604,0.5
53605,0.5
53606,0.5
53607,0.5
53608,0.5
53609,0.5
53610,0.5
53611,0.5
53612,0.5
53613,0.5
53614,0.5
53615,0.5
53616,0.5
53617,0.5
53618,0.5
53619,0.5
53620,0.5
53621,0.5
53622,0.5
53623,0.5
53624,0.5
53625,0.5
53626,0.5
53627,0.5
53628,0.5
53629,0.5
53630,0.5
53631,0.5
53632,0.5
53633,0.5
53634,0.5
53635,0.5
53636,0.5
53637,0.5
53638,0.5
53639,0.5
53640,0.5
53641,0.5
53642,0.5
53643,0.5
53644,0.5
53645,0.5
53646,0.5
53647,0.5
53648,0.5
53649,0.5
53650,0.5
53651,0.5
53652,0.5
53653,0.5
53654,0.5
53655,0.5
53656,0.5
53657,0.5
53658,0.5
53659,0.5
53660,0.5
53661,0.5
53662,0.5
53663,0.5
53664,0.5
53665,0.5
53666,0.5
53667,0.5
53668,0.5
53669,0.5
53670,0.5
53671,0.5
53672,0.5
53673,0.5
53674,0.5
53675,0.5
53676,0.5
53677,0.5
53678,0.5
53679,0.5
53680,0.5
53681,0.5
53682,0.5
53683,0.5
53684,0.5
53685,0.5
53686,0.5
53687,0.5
53688,0.5
53689,0.5
53690,0.5
53691,0.5
53692,0.5
53693,0.5
53694,0.5
53695,0.5
53696,0.5
53697,0.5
53698,0.5
53699,0.5
53700,0.5
53701,0.5
53702,0.5
53703,0.5
53704,0.5
53705,0.5
53706,0.5
53707,0.5
53708,0.5
53709,0.5
53710,0.5
53711,0.5
53712,0.5
53713,0.5
53714,0.5
53715,0.5
53716,0.5
53717,0.5
53718,0.5
53719,0.5
53720,0.5
53721,0.5
53722,0.5
53723,0.5
53724,0.5
53725,0.5
53726,0.5
53727,0.5
53728,0.5
53729,0.5
53730,0.5
53731,0.5
53732,0.5
53733,0.5
53734,0.5
53735,0.5
53736,0.5
53737,0.5
53738,0.5
53739,0.5
53740,0.5
53741,0.5
53742,0.5
53743,0.5
53744,0.5
53745,0.5
53746,0.5
53747,0.5
53748,0.5
53749,0.5
53750,0.5
53751,0.5
53752,0.5
53753,0.5
53754,0.5
53755,0.5
53756,0.5
53757,0.5
53758,0.5
53759,0.5
53760,0.5
53761,0.5
53762,0.5
53763,0.5
53764,0.5
53765,0.5
53766,0.5
53767,0.5
53768,0.5
53769,0.5
53770,0.5
53771,0.5
53772,0.5
53773,0.5
53774,0.5
53775,0.5
53776,0.5
53777,0.5
53778,0.5
53779,0.5
53780,0.5
53781,0.5
53782,0.5
53783,0.5
53784,0.5
53785,0.5
53786,0.5
53787,0.5
53788,0.5
53789,0.5
53790,0.5
53791,0.5
53792,0.5
53793,0.5
53794,0.5
53795,0.5
53796,0.5
53797,0.5
53798,0.5
53799,0.5
53800,0.5
53801,0.5
53802,0.5
53803,0.5
53804,0.5
53805,0.5
53806,0.5
53807,0.5
53808,0.5
53809,0.5
53810,0.5
53811,0.5
53812,0.5
53813,0.5
53814,0.5
53815,0.5
53816,0.5
53817,0.5
53818,0.5
53819,0.5
53820,0.5
53821,0.5
53822,0.5
53823,0.5
53824,0.5
53825,0.5
53826,0.5
53827,0.5
53828,0.5
53829,0.5
53830,0.5
53831,0.5
53832,0.5
53833,0.5
53834,0.5
53835,0.5
53836,0.5
53837,0.5
53838,0.5
53839,0.5
53840,0.5
53841,0.5
53842,0.5
53843,0.5
53844,0.5
53845,0.5
53846,0.5
53847,0.5
53848,0.5
53849,0.5
53850,0.5
53851,0.5
53852,0.5
53853,0.5
53854,0.5
53855,0.5
53856,0.5
53857,0.5
53858,0.5
53859,0.5
53860,0.5
53861,0.5
53862,0.5
53863,0.5
53864,0.5
53865,0.5
53866,0.5
53867,0.5
53868,0.5
53869,0.5
53870,0.5
53871,0.5
53872,0.5
53873,0.5
53874,0.5
53875,0.5
53876,0.5
53877,0.5
53878,0.5
53879,0.5
53880,0.5
53881,0.5
53882,0.5
53883,0.5
53884,0.5
53885,0.5
53886,0.5
53887,0.5
53888,0.5
53889,0.5
53890,0.5
53891,0.5
53892,0.5
53893,0.5
53894,0.5
53895,0.5
53896,0.5
53897,0.5
53898,0.5
53899,0.5
53900,0.5
53901,0.5
53902,0.5
53903,0.5
53904,0.5
53905,0.5
53906,0.5
53907,0.5
53908,0.5
53909,0.5
53910,0.5
53911,0.5
53912,0.5
53913,0.5
53914,0.5
53915,0.5
53916,0.5
53917,0.5
53918,0.5
53919,0.5
53920,0.5
53921,0.5
53922,0.5
53923,0.5
53924,0.5
53925,0.5
53926,0.5
53927,0.5
53928,0.5
53929,0.5
53930,0.5
53931,0.5
53932,0.5
53933,0.5
53934,0.5
53935,0.5
53936,0.5
53937,0.5
53938,0.5
53939,0.5
53940,0.5
53941,0.5
53942,0.5
53943,0.5
53944,0.5
53945,0.5
53946,0.5
53947,0.5
53948,0.5
53949,0.5
53950,0.5
53951,0.5
53952,0.5
53953,0.5
53954,0.5
53955,0.5
53956,0.5
53957,0.5
53958,0.5
53959,0.5
53960,0.5
53961,0.5
53962,0.5
53963,0.5
53964,0.5
53965,0.5
53966,0.5
53967,0.5
53968,0.5
53969,0.5
53970,0.5
53971,0.5
53972,0.5
53973,0.5
53974,0.5
53975,0.5
53976,0.5
53977,0.5
53978,0.5
53979,0.5
53980,0.5
53981,0.5
53982,0.5
53983,0.5
53984,0.5
53985,0.5
53986,0.5
53987,0.5
53988,0.5
53989,0.5
53990,0.5
53991,0.5
53992,0.5
53993,0.5
53994,0.5
53995,0.5
53996,0.5
53997,0.5
53998,0.5
53999,0.5
54000,0.5
54001,0.5
54002,0.5
54003,0.5
54004,0.5
54005,0.5
54006,0.5
54007,0.5
54008,0.5
54009,0.5
54010,0.5
54011,0.5
54012,0.5
54013,0.5
54014,0.5
54015,0.5
54016,0.5
54017,0.5
54018,0.5
54019,0.5
54020,0.5
54021,0.5
54022,0.5
54023,0.5
54024,0.5
54025,0.5
54026,0.5
54027,0.5
54028,0.5
54029,0.5
54030,0.5
54031,0.5
54032,0.5
54033,0.5
54034,0.5
54035,0.5
54036,0.5
54037,0.5
54038,0.5
54039,0.5
54040,0.5
54041,0.5
54042,0.5
54043,0.5
54044,0.5
54045,0.5
54046,0.5
54047,0.5
54048,0.5
54049,0.5
54050,0.5
54051,0.5
54052,0.5
54053,0.5
54054,0.5
54055,0.5
54056,0.5
54057,0.5
54058,0.5
54059,0.5
54060,0.5
54061,0.5
54062,0.5
54063,0.5
54064,0.5
54065,0.5
54066,0.5
54067,0.5
54068,0.5
54069,0.5
54070,0.5
54071,0.5
54072,0.5
54073,0.5
54074,0.5
54075,0.5
54076,0.5
54077,0.5
54078,0.5
54079,0.5
54080,0.5
54081,0.5
54082,0.5
54083,0.5
54084,0.5
54085,0.5
54086,0.5
54087,0.5
54088,0.5
54089,0.5
54090,0.5
54091,0.5
54092,0.5
54093,0.5
54094,0.5
54095,0.5
54096,0.5
54097,0.5
54098,0.5
54099,0.5
54100,0.5
54101,0.5
54102,0.5
54103,0.5
54104,0.5
54105,0.5
54106,0.5
54107,0.5
54108,0.5
54109,0.5
54110,0.5
54111,0.5
54112,0.5
54113,0.5
54114,0.5
54115,0.5
54116,0.5
54117,0.5
54118,0.5
54119,0.5
54120,0.5
54121,0.5
54122,0.5
54123,0.5
54124,0.5
54125,0.5
54126,0.5
54127,0.5
54128,0.5
54129,0.5
54130,0.5
54131,0.5
54132,0.5
54133,0.5
54134,0.5
54135,0.5
54136,0.5
54137,0.5
54138,0.5
54139,0.5
54140,0.5
54141,0.5
54142,0.5
54143,0.5
54144,0.5
54145,0.5
54146,0.5
54147,0.5
54148,0.5
54149,0.5
54150,0.5
54151,0.5
54152,0.5
54153,0.5
54154,0.5
54155,0.5
54156,0.5
54157,0.5
54158,0.5
54159,0.5
54160,0.5
54161,0.5
54162,0.5
54163,0.5
54164,0.5
54165,0.5
54166,0.5
54167,0.5
54168,0.5
54169,0.5
54170,0.5
54171,0.5
54172,0.5
54173,0.5
54174,0.5
54175,0.5
54176,0.5
54177,0.5
54178,0.5
54179,0.5
54180,0.5
54181,0.5
54182,0.5
54183,0.5
54184,0.5
54185,0.5
54186,0.5
54187,0.5
54188,0.5
54189,0.5
54190,0.5
54191,0.5
54192,0.5
54193,0.5
54194,0.5
54195,0.5
54196,0.5
54197,0.5
54198,0.5
54199,0.5
54200,0.5
54201,0.5
54202,0.5
54203,0.5
54204,0.5
54205,0.5
54206,0.5
54207,0.5
54208,0.5
54209,0.5
54210,0.5
54211,0.5
54212,0.5
54213,0.5
54214,0.5
54215,0.5
54216,0.5
54217,0.5
54218,0.5
54219,0.5
54220,0.5
54221,0.5
54222,0.5
54223,0.5
54224,0.5
54225,0.5
54226,0.5
54227,0.5
54228,0.5
54229,0.5
54230,0.5
54231,0.5
54232,0.5
54233,0.5
54234,0.5
54235,0.5
54236,0.5
54237,0.5
54238,0.5
54239,0.5
54240,0.5
54241,0.5
54242,0.5
54243,0.5
54244,0.5
54245,0.5
54246,0.5
54247,0.5
54248,0.5
54249,0.5
54250,0.5
54251,0.5
54252,0.5
54253,0.5
54254,0.5
54255,0.5
54256,0.5
54257,0.5
54258,0.5
54259,0.5
54260,0.5
54261,0.5
54262,0.5
54263,0.5
54264,0.5
54265,0.5
54266,0.5
54267,0.5
54268,0.5
54269,0.5
54270,0.5
54271,0.5
54272,0.5
54273,0.5
54274,0.5
54275,0.5
54276,0.5
54277,0.5
54278,0.5
54279,0.5
54280,0.5
54281,0.5
54282,0.5
54283,0.5
54284,0.5
54285,0.5
54286,0.5
54287,0.5
54288,0.5
54289,0.5
54290,0.5
54291,0.5
54292,0.5
54293,0.5
54294,0.5
54295,0.5
54296,0.5
54297,0.5
54298,0.5
54299,0.5
54300,0.5
54301,0.5
54302,0.5
54303,0.5
54304,0.5
54305,0.5
54306,0.5
54307,0.5
54308,0.5
54309,0.5
54310,0.5
54311,0.5
54312,0.5
54313,0.5
54314,0.5
54315,0.5
54316,0.5
54317,0.5
54318,0.5
54319,0.5
54320,0.5
54321,0.5
54322,0.5
54323,0.5
54324,0.5
54325,0.5
54326,0.5
54327,0.5
54328,0.5
54329,0.5
54330,0.5
54331,0.5
54332,0.5
54333,0.5
54334,0.5
54335,0.5
54336,0.5
54337,0.5
54338,0.5
54339,0.5
54340,0.5
54341,0.5
54342,0.5
54343,0.5
54344,0.5
54345,0.5
54346,0.5
54347,0.5
54348,0.5
54349,0.5
54350,0.5
54351,0.5
54352,0.5
54353,0.5
54354,0.5
54355,0.5
54356,0.5
54357,0.5
54358,0.5
54359,0.5
54360,0.5
54361,0.5
54362,0.5
54363,0.5
54364,0.5
54365,0.5
54366,0.5
54367,0.5
54368,0.5
54369,0.5
54370,0.5
54371,0.5
54372,0.5
54373,0.5
54374,0.5
54375,0.5
54376,0.5
54377,0.5
54378,0.5
54379,0.5
54380,0.5
54381,0.5
54382,0.5
54383,0.5
54384,0.5
54385,0.5
54386,0.5
54387,0.5
54388,0.5
54389,0.5
54390,0.5
54391,0.5
54392,0.5
54393,0.5
54394,0.5
54395,0.5
54396,0.5
54397,0.5
54398,0.5
54399,0.5
54400,0.5
54401,0.5
54402,0.5
54403,0.5
54404,0.5
54405,0.5
54406,0.5
54407,0.5
54408,0.5
54409,0.5
54410,0.5
54411,0.5
54412,0.5
54413,0.5
54414,0.5
54415,0.5
54416,0.5
54417,0.5
54418,0.5
54419,0.5
54420,0.5
54421,0.5
54422,0.5
54423,0.5
54424,0.5
54425,0.5
54426,0.5
54427,0.5
54428,0.5
54429,0.5
54430,0.5
54431,0.5
54432,0.5
54433,0.5
54434,0.5
54435,0.5
54436,0.5
54437,0.5
54438,0.5
54439,0.5
54440,0.5
54441,0.5
54442,0.5
54443,0.5
54444,0.5
54445,0.5
54446,0.5
54447,0.5
54448,0.5
54449,0.5
54450,0.5
54451,0.5
54452,0.5
54453,0.5
54454,0.5
54455,0.5
54456,0.5
54457,0.5
54458,0.5
54459,0.5
54460,0.5
54461,0.5
54462,0.5
54463,0.5
54464,0.5
54465,0.5
54466,0.5
54467,0.5
54468,0.5
54469,0.5
54470,0.5
54471,0.5
54472,0.5
54473,0.5
54474,0.5
54475,0.5
54476,0.5
54477,0.5
54478,0.5
54479,0.5
54480,0.5
54481,0.5
54482,0.5
54483,0.5
54484,0.5
54485,0.5
54486,0.5
54487,0.5
54488,0.5
54489,0.5
54490,0.5
54491,0.5
54492,0.5
54493,0.5
54494,0.5
54495,0.5
54496,0.5
54497,0.5
54498,0.5
54499,0.5
54500,0.5
54501,0.5
54502,0.5
54503,0.5
54504,0.5
54505,0.5
54506,0.5
54507,0.5
54508,0.5
54509,0.5
54510,0.5
54511,0.5
54512,0.5
54513,0.5
54514,0.5
54515,0.5
54516,0.5
54517,0.5
54518,0.5
54519,0.5
54520,0.5
54521,0.5
54522,0.5
54523,0.5
54524,0.5
54525,0.5
54526,0.5
54527,0.5
54528,0.5
54529,0.5
54530,0.5
54531,0.5
54532,0.5
54533,0.5
54534,0.5
54535,0.5
54536,0.5
54537,0.5
54538,0.5
54539,0.5
54540,0.5
54541,0.5
54542,0.5
54543,0.5
54544,0.5
54545,0.5
54546,0.5
54547,0.5
54548,0.5
54549,0.5
54550,0.5
54551,0.5
54552,0.5
54553,0.5
54554,0.5
54555,0.5
54556,0.5
54557,0.5
54558,0.5
54559,0.5
54560,0.5
54561,0.5
54562,0.5
54563,0.5
54564,0.5
54565,0.5
54566,0.5
54567,0.5
54568,0.5
54569,0.5
54570,0.5
54571,0.5
54572,0.5
54573,0.5
54574,0.5
54575,0.5
54576,0.5
54577,0.5
54578,0.5
54579,0.5
54580,0.5
54581,0.5
54582,0.5
54583,0.5
54584,0.5
54585,0.5
54586,0.5
54587,0.5
54588,0.5
54589,0.5
54590,0.5
54591,0.5
54592,0.5
54593,0.5
54594,0.5
54595,0.5
54596,0.5
54597,0.5
54598,0.5
54599,0.5
54600,0.5
54601,0.5
54602,0.5
54603,0.5
54604,0.5
54605,0.5
54606,0.5
54607,0.5
54608,0.5
54609,0.5
54610,0.5
54611,0.5
54612,0.5
54613,0.5
54614,0.5
54615,0.5
54616,0.5
54617,0.5
54618,0.5
54619,0.5
54620,0.5
54621,0.5
54622,0.5
54623,0.5
54624,0.5
54625,0.5
54626,0.5
54627,0.5
54628,0.5
54629,0.5
54630,0.5
54631,0.5
54632,0.5
54633,0.5
54634,0.5
54635,0.5
54636,0.5
54637,0.5
54638,0.5
54639,0.5
54640,0.5
54641,0.5
54642,0.5
54643,0.5
54644,0.5
54645,0.5
54646,0.5
54647,0.5
54648,0.5
54649,0.5
54650,0.5
54651,0.5
54652,0.5
54653,0.5
54654,0.5
54655,0.5
54656,0.5
54657,0.5
54658,0.5
54659,0.5
54660,0.5
54661,0.5
54662,0.5
54663,0.5
54664,0.5
54665,0.5
54666,0.5
54667,0.5
54668,0.5
54669,0.5
54670,0.5
54671,0.5
54672,0.5
54673,0.5
54674,0.5
54675,0.5
54676,0.5
54677,0.5
54678,0.5
54679,0.5
54680,0.5
54681,0.5
54682,0.5
54683,0.5
54684,0.5
54685,0.5
54686,0.5
54687,0.5
54688,0.5
54689,0.5
54690,0.5
54691,0.5
54692,0.5
54693,0.5
54694,0.5
54695,0.5
54696,0.5
54697,0.5
54698,0.5
54699,0.5
54700,0.5
54701,0.5
54702,0.5
54703,0.5
54704,0.5
54705,0.5
54706,0.5
54707,0.5
54708,0.5
54709,0.5
54710,0.5
54711,0.5
54712,0.5
54713,0.5
54714,0.5
54715,0.5
54716,0.5
54717,0.5
54718,0.5
54719,0.5
54720,0.5
54721,0.5
54722,0.5
54723,0.5
54724,0.5
54725,0.5
54726,0.5
54727,0.5
54728,0.5
54729,0.5
54730,0.5
54731,0.5
54732,0.5
54733,0.5
54734,0.5
54735,0.5
54736,0.5
54737,0.5
54738,0.5
54739,0.5
54740,0.5
54741,0.5
54742,0.5
54743,0.5
54744,0.5
54745,0.5
54746,0.5
54747,0.5
54748,0.5
54749,0.5
54750,0.5
54751,0.5
54752,0.5
54753,0.5
54754,0.5
54755,0.5
54756,0.5
54757,0.5
54758,0.5
54759,0.5
54760,0.5
54761,0.5
54762,0.5
54763,0.5
54764,0.5
54765,0.5
54766,0.5
54767,0.5
54768,0.5
54769,0.5
54770,0.5
54771,0.5
54772,0.5
54773,0.5
54774,0.5
54775,0.5
54776,0.5
54777,0.5
54778,0.5
54779,0.5
54780,0.5
54781,0.5
54782,0.5
54783,0.5
54784,0.5
54785,0.5
54786,0.5
54787,0.5
54788,0.5
54789,0.5
54790,0.5
54791,0.5
54792,0.5
54793,0.5
54794,0.5
54795,0.5
54796,0.5
54797,0.5
54798,0.5
54799,0.5
54800,0.5
54801,0.5
54802,0.5
54803,0.5
54804,0.5
54805,0.5
54806,0.5
54807,0.5
54808,0.5
54809,0.5
54810,0.5
54811,0.5
54812,0.5
54813,0.5
54814,0.5
54815,0.5
54816,0.5
54817,0.5
54818,0.5
54819,0.5
54820,0.5
54821,0.5
54822,0.5
54823,0.5
54824,0.5
54825,0.5
54826,0.5
54827,0.5
54828,0.5
54829,0.5
54830,0.5
54831,0.5
54832,0.5
54833,0.5
54834,0.5
54835,0.5
54836,0.5
54837,0.5
54838,0.5
54839,0.5
54840,0.5
54841,0.5
54842,0.5
54843,0.5
54844,0.5
54845,0.5
54846,0.5
54847,0.5
54848,0.5
54849,0.5
54850,0.5
54851,0.5
54852,0.5
54853,0.5
54854,0.5
54855,0.5
54856,0.5
54857,0.5
54858,0.5
54859,0.5
54860,0.5
54861,0.5
54862,0.5
54863,0.5
54864,0.5
54865,0.5
54866,0.5
54867,0.5
54868,0.5
54869,0.5
54870,0.5
54871,0.5
54872,0.5
54873,0.5
54874,0.5
54875,0.5
54876,0.5
54877,0.5
54878,0.5
54879,0.5
54880,0.5
54881,0.5
54882,0.5
54883,0.5
54884,0.5
54885,0.5
54886,0.5
54887,0.5
54888,0.5
54889,0.5
54890,0.5
54891,0.5
54892,0.5
54893,0.5
54894,0.5
54895,0.5
54896,0.5
54897,0.5
54898,0.5
54899,0.5
54900,0.5
54901,0.5
54902,0.5
54903,0.5
54904,0.5
54905,0.5
54906,0.5
54907,0.5
54908,0.5
54909,0.5
54910,0.5
54911,0.5
54912,0.5
54913,0.5
54914,0.5
54915,0.5
54916,0.5
54917,0.5
54918,0.5
54919,0.5
54920,0.5
54921,0.5
54922,0.5
54923,0.5
54924,0.5
54925,0.5
54926,0.5
54927,0.5
54928,0.5
54929,0.5
54930,0.5
54931,0.5
54932,0.5
54933,0.5
54934,0.5
54935,0.5
54936,0.5
54937,0.5
54938,0.5
54939,0.5
54940,0.5
54941,0.5
54942,0.5
54943,0.5
54944,0.5
54945,0.5
54946,0.5
54947,0.5
54948,0.5
54949,0.5
54950,0.5
54951,0.5
54952,0.5
54953,0.5
54954,0.5
54955,0.5
54956,0.5
54957,0.5
54958,0.5
54959,0.5
54960,0.5
54961,0.5
54962,0.5
54963,0.5
54964,0.5
54965,0.5
54966,0.5
54967,0.5
54968,0.5
54969,0.5
54970,0.5
54971,0.5
54972,0.5
54973,0.5
54974,0.5
54975,0.5
54976,0.5
54977,0.5
54978,0.5
54979,0.5
54980,0.5
54981,0.5
54982,0.5
54983,0.5
54984,0.5
54985,0.5
54986,0.5
54987,0.5
54988,0.5
54989,0.5
54990,0.5
54991,0.5
54992,0.5
54993,0.5
54994,0.5
54995,0.5
54996,0.5
54997,0.5
54998,0.5
54999,0.5
55000,0.5
55001,0.5
55002,0.5
55003,0.5
55004,0.5
55005,0.5
55006,0.5
55007,0.5
55008,0.5
55009,0.5
55010,0.5
55011,0.5
55012,0.5
55013,0.5
55014,0.5
55015,0.5
55016,0.5
55017,0.5
55018,0.5
55019,0.5
55020,0.5
55021,0.5
55022,0.5
55023,0.5
55024,0.5
55025,0.5
55026,0.5
55027,0.5
55028,0.5
55029,0.5
55030,0.5
55031,0.5
55032,0.5
55033,0.5
55034,0.5
55035,0.5
55036,0.5
55037,0.5
55038,0.5
55039,0.5
55040,0.5
55041,0.5
55042,0.5
55043,0.5
55044,0.5
55045,0.5
55046,0.5
55047,0.5
55048,0.5
55049,0.5
55050,0.5
55051,0.5
55052,0.5
55053,0.5
55054,0.5
55055,0.5
55056,0.5
55057,0.5
55058,0.5
55059,0.5
55060,0.5
55061,0.5
55062,0.5
55063,0.5
55064,0.5
55065,0.5
55066,0.5
55067,0.5
55068,0.5
55069,0.5
55070,0.5
55071,0.5
55072,0.5
55073,0.5
55074,0.5
55075,0.5
55076,0.5
55077,0.5
55078,0.5
55079,0.5
55080,0.5
55081,0.5
55082,0.5
55083,0.5
55084,0.5
55085,0.5
55086,0.5
55087,0.5
55088,0.5
55089,0.5
55090,0.5
55091,0.5
55092,0.5
55093,0.5
55094,0.5
55095,0.5
55096,0.5
55097,0.5
55098,0.5
55099,0.5
55100,0.5
55101,0.5
55102,0.5
55103,0.5
55104,0.5
55105,0.5
55106,0.5
55107,0.5
55108,0.5
55109,0.5
55110,0.5
55111,0.5
55112,0.5
55113,0.5
55114,0.5
55115,0.5
55116,0.5
55117,0.5
55118,0.5
55119,0.5
55120,0.5
55121,0.5
55122,0.5
55123,0.5
55124,0.5
55125,0.5
55126,0.5
55127,0.5
55128,0.5
55129,0.5
55130,0.5
55131,0.5
55132,0.5
55133,0.5
55134,0.5
55135,0.5
55136,0.5
55137,0.5
55138,0.5
55139,0.5
55140,0.5
55141,0.5
55142,0.5
55143,0.5
55144,0.5
55145,0.5
55146,0.5
55147,0.5
55148,0.5
55149,0.5
55150,0.5
55151,0.5
55152,0.5
55153,0.5
55154,0.5
55155,0.5
55156,0.5
55157,0.5
55158,0.5
55159,0.5
55160,0.5
55161,0.5
55162,0.5
55163,0.5
55164,0.5
55165,0.5
55166,0.5
55167,0.5
55168,0.5
55169,0.5
55170,0.5
55171,0.5
55172,0.5
55173,0.5
55174,0.5
55175,0.5
55176,0.5
55177,0.5
55178,0.5
55179,0.5
55180,0.5
55181,0.5
55182,0.5
55183,0.5
55184,0.5
55185,0.5
55186,0.5
55187,0.5
55188,0.5
55189,0.5
55190,0.5
55191,0.5
55192,0.5
55193,0.5
55194,0.5
55195,0.5
55196,0.5
55197,0.5
55198,0.5
55199,0.5
55200,0.5
55201,0.5
55202,0.5
55203,0.5
55204,0.5
55205,0.5
55206,0.5
55207,0.5
55208,0.5
55209,0.5
55210,0.5
55211,0.5
55212,0.5
55213,0.5
55214,0.5
55215,0.5
55216,0.5
55217,0.5
55218,0.5
55219,0.5
55220,0.5
55221,0.5
55222,0.5
55223,0.5
55224,0.5
55225,0.5
55226,0.5
55227,0.5
55228,0.5
55229,0.5
55230,0.5
55231,0.5
55232,0.5
55233,0.5
55234,0.5
55235,0.5
55236,0.5
55237,0.5
55238,0.5
55239,0.5
55240,0.5
55241,0.5
55242,0.5
55243,0.5
55244,0.5
55245,0.5
55246,0.5
55247,0.5
55248,0.5
55249,0.5
55250,0.5
55251,0.5
55252,0.5
55253,0.5
55254,0.5
55255,0.5
55256,0.5
55257,0.5
55258,0.5
55259,0.5
55260,0.5
55261,0.5
55262,0.5
55263,0.5
55264,0.5
55265,0.5
55266,0.5
55267,0.5
55268,0.5
55269,0.5
55270,0.5
55271,0.5
55272,0.5
55273,0.5
55274,0.5
55275,0.5
55276,0.5
55277,0.5
55278,0.5
55279,0.5
55280,0.5
55281,0.5
55282,0.5
55283,0.5
55284,0.5
55285,0.5
55286,0.5
55287,0.5
55288,0.5
55289,0.5
55290,0.5
55291,0.5
55292,0.5
55293,0.5
55294,0.5
55295,0.5
55296,0.5
55297,0.5
55298,0.5
55299,0.5
55300,0.5
55301,0.5
55302,0.5
55303,0.5
55304,0.5
55305,0.5
55306,0.5
55307,0.5
55308,0.5
55309,0.5
55310,0.5
55311,0.5
55312,0.5
55313,0.5
55314,0.5
55315,0.5
55316,0.5
55317,0.5
55318,0.5
55319,0.5
55320,0.5
55321,0.5
55322,0.5
55323,0.5
55324,0.5
55325,0.5
55326,0.5
55327,0.5
55328,0.5
55329,0.5
55330,0.5
55331,0.5
55332,0.5
55333,0.5
55334,0.5
55335,0.5
55336,0.5
55337,0.5
55338,0.5
55339,0.5
55340,0.5
55341,0.5
55342,0.5
55343,0.5
55344,0.5
55345,0.5
55346,0.5
55347,0.5
55348,0.5
55349,0.5
55350,0.5
55351,0.5
55352,0.5
55353,0.5
55354,0.5
55355,0.5
